second,EDA
8400,0.7490736641931947
8401,0.7490736641931947
8402,0.7490736641931947
8403,0.7490736641931947
8404,0.7490736641931947
8405,0.7490736641931947
8406,0.7490736641931947
8407,0.7490736641931947
8408,0.7490736641931947
8409,0.7490736641931947
8410,0.7490736641931947
8411,0.7490736641931947
8412,0.7490736641931947
8413,0.7490736641931947
8414,0.7490736641931947
8415,0.7490736641931947
8416,0.7490736641931947
8417,0.7490736641931947
8418,0.7490736641931947
8419,0.7490736641931947
8420,0.7490736641931947
8421,0.7490736641931947
8422,0.7490736641931947
8423,0.7490736641931947
8424,0.7490736641931947
8425,0.7490736641931947
8426,0.7490736641931947
8427,0.7490736641931947
8428,0.7490736641931947
8429,0.7490736641931947
8430,0.7490736641931947
8431,0.7490736641931947
8432,0.7490736641931947
8433,0.7490736641931947
8434,0.7490736641931947
8435,0.7490736641931947
8436,0.7490736641931947
8437,0.7490736641931947
8438,0.7490736641931947
8439,0.7490736641931947
8440,0.7490736641931947
8441,0.7490736641931947
8442,0.7490736641931947
8443,0.7490736641931947
8444,0.7490736641931947
8445,0.7490736641931947
8446,0.7490736641931947
8447,0.7490736641931947
8448,0.7490736641931947
8449,0.7490736641931947
8450,0.7490736641931947
8451,0.7490736641931947
8452,0.7490736641931947
8453,0.7490736641931947
8454,0.7490736641931947
8455,0.7490736641931947
8456,0.7490736641931947
8457,0.7490736641931947
8458,0.7490736641931947
8459,0.7490736641931947
8460,0.7490736641931947
8461,0.7490736641931947
8462,0.7490736641931947
8463,0.7490736641931947
8464,0.7490736641931947
8465,0.7490736641931947
8466,0.7490736641931947
8467,0.7490736641931947
8468,0.7490736641931947
8469,0.7490736641931947
8470,0.7490736641931947
8471,0.7490736641931947
8472,0.7490736641931947
8473,0.7490736641931947
8474,0.7490736641931947
8475,0.7490736641931947
8476,0.7490736641931947
8477,0.7490736641931947
8478,0.7490736641931947
8479,0.7490736641931947
8480,0.7490736641931947
8481,0.7490736641931947
8482,0.7490736641931947
8483,0.7490736641931947
8484,0.7490736641931947
8485,0.7490736641931947
8486,0.7490736641931947
8487,0.7490736641931947
8488,0.7490736641931947
8489,0.7490736641931947
8490,0.7490736641931947
8491,0.7490736641931947
8492,0.7490736641931947
8493,0.7490736641931947
8494,0.7490736641931947
8495,0.7490736641931947
8496,0.7490736641931947
8497,0.7490736641931947
8498,0.7490736641931947
8499,0.7490736641931947
8500,0.7490736641931947
8501,0.7490736641931947
8502,0.7490736641931947
8503,0.7490736641931947
8504,0.7490736641931947
8505,0.7490736641931947
8506,0.7490736641931947
8507,0.7490736641931947
8508,0.7490736641931947
8509,0.7490736641931947
8510,0.7490736641931947
8511,0.7490736641931947
8512,0.7490736641931947
8513,0.7490736641931947
8514,0.7490736641931947
8515,0.7490736641931947
8516,0.7528912650466508
8517,0.7490736641931947
8518,0.7490736641931947
8519,0.7490736641931947
8520,0.7490736641931947
8521,0.7490736641931947
8522,0.7490736641931947
8523,0.7490736641931947
8524,0.7490736641931947
8525,0.7490736641931947
8526,0.7490736641931947
8527,0.7490736641931947
8528,0.7490736641931947
8529,0.7490736641931947
8530,0.7490736641931947
8531,0.7490736641931947
8532,0.7490736641931947
8533,0.7490736641931947
8534,0.7490736641931947
8535,0.7490736641931947
8536,0.7490736641931947
8537,0.7490736641931947
8538,0.7490736641931947
8539,0.7490736641931947
8540,0.7490736641931947
8541,0.7490736641931947
8542,0.7490736641931947
8543,0.7490736641931947
8544,0.7490736641931947
8545,0.7490736641931947
8546,0.7490736641931947
8547,0.7490736641931947
8548,0.7490736641931947
8549,0.7490736641931947
8550,0.7490736641931947
8551,0.7490736641931947
8552,0.7490736641931947
8553,0.7490736641931947
8554,0.7490736641931947
8555,0.7490736641931947
8556,0.7490736641931947
8557,0.7490736641931947
8558,0.7490736641931947
8559,0.7490736641931947
8560,0.7490736641931947
8561,0.7490736641931947
8562,0.7490736641931947
8563,0.7490736641931947
8564,0.7490736641931947
8565,0.7490736641931947
8566,0.7490736641931947
8567,0.7490736641931947
8568,0.7490736641931947
8569,0.7490736641931947
8570,0.7490736641931947
8571,0.7490736641931947
8572,0.7490736641931947
8573,0.7490736641931947
8574,0.7490736641931947
8575,0.7490736641931947
8576,0.7490736641931947
8577,0.7490736641931947
8578,0.7490736641931947
8579,0.7490736641931947
8580,0.7490736641931947
8581,0.7490736641931947
8582,0.7490736641931947
8583,0.7490736641931947
8584,0.7490736641931947
8585,0.7490736641931947
8586,0.7490736641931947
8587,0.7490736641931947
8588,0.7490736641931947
8589,0.7490736641931947
8590,0.7490736641931947
8591,0.7490736641931947
8592,0.7490736641931947
8593,0.7490736641931947
8594,0.7490736641931947
8595,0.7490736641931947
8596,0.7490736641931947
8597,0.7490736641931947
8598,0.7490736641931947
8599,0.7490736641931947
8600,0.7490736641931947
8601,0.7490736641931947
8602,0.7490736641931947
8603,0.7490736641931947
8604,0.7490736641931947
8605,0.7490736641931947
8606,0.7490736641931947
8607,0.7490736641931947
8608,0.7490736641931947
8609,0.7490736641931947
8610,0.7490736641931947
8611,0.7490736641931947
8612,0.7490736641931947
8613,0.7490736641931947
8614,0.7490736641931947
8615,0.7490736641931947
8616,0.7490736641931947
8617,0.7490736641931947
8618,0.7490736641931947
8619,0.7490736641931947
8620,0.7490736641931947
8621,0.7490736641931947
8622,0.7490736641931947
8623,0.7490736641931947
8624,0.7490736641931947
8625,0.7490736641931947
8626,0.7490736641931947
8627,0.7490736641931947
8628,0.7490736641931947
8629,0.7490736641931947
8630,0.7490736641931947
8631,0.7490736641931947
8632,0.7490736641931947
8633,0.7490736641931947
8634,0.7490736641931947
8635,0.7490736641931947
8636,0.7490736641931947
8637,0.7490736641931947
8638,0.7490736641931947
8639,0.7490736641931947
8640,0.7490736641931947
8641,0.7490736641931947
8642,0.7490736641931947
8643,0.7490736641931947
8644,0.7490736641931947
8645,0.7490736641931947
8646,0.7490736641931947
8647,0.7490736641931947
8648,0.7490736641931947
8649,0.7490736641931947
8650,0.7490736641931947
8651,0.7490736641931947
8652,0.7490736641931947
8653,0.7490736641931947
8654,0.7490736641931947
8655,0.7490736641931947
8656,0.7490736641931947
8657,0.7490736641931947
8658,0.7490736641931947
8659,0.7490736641931947
8660,0.7490736641931947
8661,0.7490736641931947
8662,0.7490736641931947
8663,0.7490736641931947
8664,0.7490736641931947
8665,0.7490736641931947
8666,0.7490736641931947
8667,0.7490736641931947
8668,0.7490736641931947
8669,0.7490736641931947
8670,0.7490736641931947
8671,0.7490736641931947
8672,0.7490736641931947
8673,0.7490736641931947
8674,0.7490736641931947
8675,0.7490736641931947
8676,0.7490736641931947
8677,0.7490736641931947
8678,0.7490736641931947
8679,0.7490736641931947
8680,0.7490736641931947
8681,0.7490736641931947
8682,0.7490736641931947
8683,0.7490736641931947
8684,0.7490736641931947
8685,0.7490736641931947
8686,0.7490736641931947
8687,0.7490736641931947
8688,0.7490736641931947
8689,0.7490736641931947
8690,0.7490736641931947
8691,0.7490736641931947
8692,0.7490736641931947
8693,0.7490736641931947
8694,0.7490736641931947
8695,0.7490736641931947
8696,0.7490736641931947
8697,0.7490736641931947
8698,0.7490736641931947
8699,0.7490736641931947
8700,0.7490736641931947
8701,0.7490736641931947
8702,0.7490736641931947
8703,0.7490736641931947
8704,0.7490736641931947
8705,0.7490736641931947
8706,0.750955028467805
8707,0.7490736641931947
8708,0.7490736641931947
8709,0.7490736641931947
8710,0.7490736641931947
8711,0.7490736641931947
8712,0.7490736641931947
8713,0.7490736641931947
8714,0.7490736641931947
8715,0.7490736641931947
8716,0.7490736641931947
8717,0.7490736641931947
8718,0.7490736641931947
8719,0.7490736641931947
8720,0.7490736641931947
8721,0.7490736641931947
8722,0.7490736641931947
8723,0.7490736641931947
8724,0.7490736641931947
8725,0.7490736641931947
8726,0.7490736641931947
8727,0.7490736641931947
8728,0.7490736641931947
8729,0.7490736641931947
8730,0.7490736641931947
8731,0.7490736641931947
8732,0.7490736641931947
8733,0.7490736641931947
8734,0.7490736641931947
8735,0.7490736641931947
8736,0.7490736641931947
8737,0.7490736641931947
8738,0.7490736641931947
8739,0.7490736641931947
8740,0.7490736641931947
8741,0.7490736641931947
8742,0.7490736641931947
8743,0.7490736641931947
8744,0.7490736641931947
8745,0.7490736641931947
8746,0.7490736641931947
8747,0.7490736641931947
8748,0.7490736641931947
8749,0.7490736641931947
8750,0.7490736641931947
8751,0.7490736641931947
8752,0.7490736641931947
8753,0.7490736641931947
8754,0.7490736641931947
8755,0.7490736641931947
8756,0.7490736641931947
8757,0.7490736641931947
8758,0.7490736641931947
8759,0.7490736641931947
8760,0.7490736641931947
8761,0.7490736641931947
8762,0.7490736641931947
8763,0.7490736641931947
8764,0.7490736641931947
8765,0.7490736641931947
8766,0.7490736641931947
8767,0.7490736641931947
8768,0.7490736641931947
8769,0.7490736641931947
8770,0.7490736641931947
8771,0.7490736641931947
8772,0.7490736641931947
8773,0.7490736641931947
8774,0.7490736641931947
8775,0.7490736641931947
8776,0.7490736641931947
8777,0.7490736641931947
8778,0.7490736641931947
8779,0.7490736641931947
8780,0.7490736641931947
8781,0.7490736641931947
8782,0.7490736641931947
8783,0.7490736641931947
8784,0.7490736641931947
8785,0.7490736641931947
8786,0.7490736641931947
8787,0.7490736641931947
8788,0.7490736641931947
8789,0.7490736641931947
8790,0.7490736641931947
8791,0.7490736641931947
8792,0.7490736641931947
8793,0.7490736641931947
8794,0.7490736641931947
8795,0.7490736641931947
8796,0.7490736641931947
8797,0.7490736641931947
8798,0.7490736641931947
8799,0.7490736641931947
8800,0.7490736641931947
8801,0.7490736641931947
8802,0.7490736641931947
8803,0.7490736641931947
8804,0.7490736641931947
8805,0.7490736641931947
8806,0.7490736641931947
8807,0.7490736641931947
8808,0.7490736641931947
8809,0.7490736641931947
8810,0.7490736641931947
8811,0.7490736641931947
8812,0.7490736641931947
8813,0.7490736641931947
8814,0.7490736641931947
8815,0.7490736641931947
8816,0.7490736641931947
8817,0.7490736641931947
8818,0.7490736641931947
8819,0.7490736641931947
8820,0.7490736641931947
8821,0.7490736641931947
8822,0.7490736641931947
8823,0.7490736641931947
8824,0.7490736641931947
8825,0.7490736641931947
8826,0.7490736641931947
8827,0.7490736641931947
8828,0.7490736641931947
8829,0.7490736641931947
8830,0.7490736641931947
8831,0.7490736641931947
8832,0.7490736641931947
8833,0.7490736641931947
8834,0.7490736641931947
8835,0.7490736641931947
8836,0.7490736641931947
8837,0.7490736641931947
8838,0.7490736641931947
8839,0.7490736641931947
8840,0.7490736641931947
8841,0.7490736641931947
8842,0.7490736641931947
8843,0.7490736641931947
8844,0.7490736641931947
8845,0.7490736641931947
8846,0.7490736641931947
8847,0.7490736641931947
8848,0.7490736641931947
8849,0.7490736641931947
8850,0.7490736641931947
8851,0.7490736641931947
8852,0.7490736641931947
8853,0.7490736641931947
8854,0.7490736641931947
8855,0.7490736641931947
8856,0.7490736641931947
8857,0.7490736641931947
8858,0.7490736641931947
8859,0.7490736641931947
8860,0.7490736641931947
8861,0.7490736641931947
8862,0.7490736641931947
8863,0.7490736641931947
8864,0.7490736641931947
8865,0.7490736641931947
8866,0.7490736641931947
8867,0.7490736641931947
8868,0.7490736641931947
8869,0.7490736641931947
8870,0.7490736641931947
8871,0.7490736641931947
8872,0.7490736641931947
8873,0.7490736641931947
8874,0.7490736641931947
8875,0.7490736641931947
8876,0.7490736641931947
8877,0.7490736641931947
8878,0.7490736641931947
8879,0.7490736641931947
8880,0.7490736641931947
8881,0.7490736641931947
8882,0.7490736641931947
8883,0.7490736641931947
8884,0.7490736641931947
8885,0.7490736641931947
8886,0.7490736641931947
8887,0.7490736641931947
8888,0.7490736641931947
8889,0.7490736641931947
8890,0.7490736641931947
8891,0.7490736641931947
8892,0.7490736641931947
8893,0.7490736641931947
8894,0.7490736641931947
8895,0.7490736641931947
8896,0.7517721183249104
8897,0.7490736641931947
8898,0.7490736641931947
8899,0.7490736641931947
8900,0.7490736641931947
8901,0.7490736641931947
8902,0.7490736641931947
8903,0.7490736641931947
8904,0.7490736641931947
8905,0.7490736641931947
8906,0.7490736641931947
8907,0.7490736641931947
8908,0.7490736641931947
8909,0.7490736641931947
8910,0.7490736641931947
8911,0.7490736641931947
8912,0.7490736641931947
8913,0.7490736641931947
8914,0.7490736641931947
8915,0.7490736641931947
8916,0.7490736641931947
8917,0.7490736641931947
8918,0.7490736641931947
8919,0.7490736641931947
8920,0.7490736641931947
8921,0.7490736641931947
8922,0.7490736641931947
8923,0.7490736641931947
8924,0.7490736641931947
8925,0.7490736641931947
8926,0.7490736641931947
8927,0.7490736641931947
8928,0.7490736641931947
8929,0.7490736641931947
8930,0.7490736641931947
8931,0.7490736641931947
8932,0.7490736641931947
8933,0.7490736641931947
8934,0.7490736641931947
8935,0.7490736641931947
8936,0.7490736641931947
8937,0.7490736641931947
8938,0.7490736641931947
8939,0.7490736641931947
8940,0.7490736641931947
8941,0.7490736641931947
8942,0.7490736641931947
8943,0.7490736641931947
8944,0.7490736641931947
8945,0.7490736641931947
8946,0.7490736641931947
8947,0.7490736641931947
8948,0.7490736641931947
8949,0.7490736641931947
8950,0.7490736641931947
8951,0.7490736641931947
8952,0.7490736641931947
8953,0.7490736641931947
8954,0.7490736641931947
8955,0.7490736641931947
8956,0.7490736641931947
8957,0.7490736641931947
8958,0.7490736641931947
8959,0.7490736641931947
8960,0.7490736641931947
8961,0.7490736641931947
8962,0.7490736641931947
8963,0.7490736641931947
8964,0.7490736641931947
8965,0.7490736641931947
8966,0.7490736641931947
8967,0.7490736641931947
8968,0.7490736641931947
8969,0.7490736641931947
8970,0.7490736641931947
8971,0.7490736641931947
8972,0.7490736641931947
8973,0.7490736641931947
8974,0.7490736641931947
8975,0.7490736641931947
8976,0.7490736641931947
8977,0.7490736641931947
8978,0.7490736641931947
8979,0.7490736641931947
8980,0.7490736641931947
8981,0.7490736641931947
8982,0.7490736641931947
8983,0.7490736641931947
8984,0.7490736641931947
8985,0.7490736641931947
8986,0.7490736641931947
8987,0.7490736641931947
8988,0.7490736641931947
8989,0.7490736641931947
8990,0.7490736641931947
8991,0.7490736641931947
8992,0.7490736641931947
8993,0.7490736641931947
8994,0.7490736641931947
8995,0.7490736641931947
8996,0.7490736641931947
8997,0.7490736641931947
8998,0.7490736641931947
8999,0.7490736641931947
9000,0.7490736641931947
9001,0.7490736641931947
9002,0.7490736641931947
9003,0.7490736641931947
9004,0.7490736641931947
9005,0.7490736641931947
9006,0.7490736641931947
9007,0.7490736641931947
9008,0.7490736641931947
9009,0.7490736641931947
9010,0.7490736641931947
9011,0.7490736641931947
9012,0.7490736641931947
9013,0.7490736641931947
9014,0.7490736641931947
9015,0.7490736641931947
9016,0.7490736641931947
9017,0.7490736641931947
9018,0.7490736641931947
9019,0.7490736641931947
9020,0.7490736641931947
9021,0.7490736641931947
9022,0.7490736641931947
9023,0.7490736641931947
9024,0.7490736641931947
9025,0.7490736641931947
9026,0.7490736641931947
9027,0.7490736641931947
9028,0.7490736641931947
9029,0.7490736641931947
9030,0.7490736641931947
9031,0.7490736641931947
9032,0.7490736641931947
9033,0.7490736641931947
9034,0.7490736641931947
9035,0.7490736641931947
9036,0.7490736641931947
9037,0.7490736641931947
9038,0.7490736641931947
9039,0.7490736641931947
9040,0.7490736641931947
9041,0.7490736641931947
9042,0.7490736641931947
9043,0.7490736641931947
9044,0.7490736641931947
9045,0.7490736641931947
9046,0.7490736641931947
9047,0.7490736641931947
9048,0.7490736641931947
9049,0.7490736641931947
9050,0.7490736641931947
9051,0.7490736641931947
9052,0.7490736641931947
9053,0.7490736641931947
9054,0.7490736641931947
9055,0.7490736641931947
9056,0.7490736641931947
9057,0.7490736641931947
9058,0.7490736641931947
9059,0.7490736641931947
9060,0.7490736641931947
9061,0.7490736641931947
9062,0.7490736641931947
9063,0.7490736641931947
9064,0.7490736641931947
9065,0.7490736641931947
9066,0.7490736641931947
9067,0.7490736641931947
9068,0.7490736641931947
9069,0.7490736641931947
9070,0.7490736641931947
9071,0.7490736641931947
9072,0.7490736641931947
9073,0.7490736641931947
9074,0.7490736641931947
9075,0.7490736641931947
9076,0.7490736641931947
9077,0.7490736641931947
9078,0.7490736641931947
9079,0.7490736641931947
9080,0.7490736641931947
9081,0.7490736641931947
9082,0.7490736641931947
9083,0.7490736641931947
9084,0.7490736641931947
9085,0.7490736641931947
9086,0.7504716738936751
9087,0.7490736641931947
9088,0.7490736641931947
9089,0.7490736641931947
9090,0.7490736641931947
9091,0.7490736641931947
9092,0.7490736641931947
9093,0.7490736641931947
9094,0.7490736641931947
9095,0.7490736641931947
9096,0.7490736641931947
9097,0.7490736641931947
9098,0.7490736641931947
9099,0.7490736641931947
9100,0.7490736641931947
9101,0.7490736641931947
9102,0.7490736641931947
9103,0.7490736641931947
9104,0.7490736641931947
9105,0.7490736641931947
9106,0.7490736641931947
9107,0.7490736641931947
9108,0.7490736641931947
9109,0.7490736641931947
9110,0.7490736641931947
9111,0.7490736641931947
9112,0.7490736641931947
9113,0.7490736641931947
9114,0.7490736641931947
9115,0.7490736641931947
9116,0.7490736641931947
9117,0.7490736641931947
9118,0.7490736641931947
9119,0.7490736641931947
9120,0.7490736641931947
9121,0.7490736641931947
9122,0.7490736641931947
9123,0.7490736641931947
9124,0.7490736641931947
9125,0.7490736641931947
9126,0.7490736641931947
9127,0.7490736641931947
9128,0.7490736641931947
9129,0.7490736641931947
9130,0.7490736641931947
9131,0.7490736641931947
9132,0.7490736641931947
9133,0.7490736641931947
9134,0.7490736641931947
9135,0.7490736641931947
9136,0.7490736641931947
9137,0.7490736641931947
9138,0.7490736641931947
9139,0.7490736641931947
9140,0.7490736641931947
9141,0.7490736641931947
9142,0.7490736641931947
9143,0.7490736641931947
9144,0.7490736641931947
9145,0.7490736641931947
9146,0.7490736641931947
9147,0.7490736641931947
9148,0.7490736641931947
9149,0.7490736641931947
9150,0.7490736641931947
9151,0.7490736641931947
9152,0.7490736641931947
9153,0.7490736641931947
9154,0.7490736641931947
9155,0.7490736641931947
9156,0.7490736641931947
9157,0.7490736641931947
9158,0.7490736641931947
9159,0.7490736641931947
9160,0.7490736641931947
9161,0.7490736641931947
9162,0.7490736641931947
9163,0.7490736641931947
9164,0.7490736641931947
9165,0.7490736641931947
9166,0.7490736641931947
9167,0.7490736641931947
9168,0.7490736641931947
9169,0.7490736641931947
9170,0.7490736641931947
9171,0.7490736641931947
9172,0.7490736641931947
9173,0.7490736641931947
9174,0.7490736641931947
9175,0.7490736641931947
9176,0.7490736641931947
9177,0.7490736641931947
9178,0.7490736641931947
9179,0.7490736641931947
9180,0.7490736641931947
9181,0.7490736641931947
9182,0.7490736641931947
9183,0.7490736641931947
9184,0.7490736641931947
9185,0.7490736641931947
9186,0.7490736641931947
9187,0.7490736641931947
9188,0.7490736641931947
9189,0.7490736641931947
9190,0.7490736641931947
9191,0.7490736641931947
9192,0.7490736641931947
9193,0.7490736641931947
9194,0.7490736641931947
9195,0.7490736641931947
9196,0.7490736641931947
9197,0.7490736641931947
9198,0.7490736641931947
9199,0.7490736641931947
9200,0.7490736641931947
9201,0.7490736641931947
9202,0.7490736641931947
9203,0.7490736641931947
9204,0.7490736641931947
9205,0.7490736641931947
9206,0.7490736641931947
9207,0.7490736641931947
9208,0.7490736641931947
9209,0.7490736641931947
9210,0.7490736641931947
9211,0.7490736641931947
9212,0.7490736641931947
9213,0.7490736641931947
9214,0.7490736641931947
9215,0.7490736641931947
9216,0.7490736641931947
9217,0.7490736641931947
9218,0.7490736641931947
9219,0.7490736641931947
9220,0.7490736641931947
9221,0.7490736641931947
9222,0.7490736641931947
9223,0.7490736641931947
9224,0.7490736641931947
9225,0.7490736641931947
9226,0.7490736641931947
9227,0.7490736641931947
9228,0.7490736641931947
9229,0.7490736641931947
9230,0.7490736641931947
9231,0.7490736641931947
9232,0.7490736641931947
9233,0.7490736641931947
9234,0.7490736641931947
9235,0.7490736641931947
9236,0.7490736641931947
9237,0.7490736641931947
9238,0.7490736641931947
9239,0.7490736641931947
9240,0.7490736641931947
9241,0.7490736641931947
9242,0.7490736641931947
9243,0.7490736641931947
