seconds,EDA
151,14.384004789104868
341,14.13555584285716
531,13.952130903848305
721,14.089450663925962
911,14.407532303395927
1101,14.531904639121034
1291,14.432257558570493
1481,14.37373234802123
1671,14.430288806554508
1861,14.475233828975668
2051,14.491022552654965
2241,14.559398062054393
2431,14.658997045530045
2621,14.69402138408058
2811,14.660204708136535
3001,14.637741355399589
3191,14.657445440648274
3381,14.675602699923374
3571,14.661165427295842
3761,14.634900275970054
3951,14.623005621185774
4141,14.618043780665266
4331,14.599687577243932
4521,14.57176694578473
4711,14.557372515585287
4901,14.561341306471984
5091,14.560686214102876
5281,14.539865726518654
5471,14.513398195736992
5661,14.498905122163064
5851,14.49078430836649
6041,14.479255490786615
6231,14.469782901168731
6421,14.466359898393847
6611,14.46080928963091
6801,14.449256646185395
6991,14.43653853963898
7181,14.41871903386486
7371,14.391523022260644
7561,14.38225518482742
7751,14.4211438070971
7941,14.477493093550846
8131,14.495079139616251
8321,14.478727827684073
8511,14.474094808925875
8701,14.491899130364619
8891,14.514963041294507
9081,14.549290562533136
9271,14.61349647242612
9461,14.691913168305664
9651,14.742346413000591
9841,14.749856881849984
10031,14.73982631480259
10221,14.735038487713853
10411,14.728677944712985
10601,14.708658111473088
10791,14.68521409185169
10981,14.67766049805244
11171,14.688385453061313
11361,14.704995269531569
11551,14.716224210846642
11741,14.716278618561914
11931,14.704091018833635
12121,14.685775680392066
12311,14.671734332581703
12501,14.661339868013133
12691,14.63805246906274
12881,14.595955968630323
13071,14.555735655452859
13261,14.537193949206994
13451,14.536675090217535
13641,14.537979173972086
13831,14.527270486750028
14021,14.504639242801126
14211,14.487699259921474
14401,14.488453134729376
14591,14.492745119691492
14781,14.479903656188666
14971,14.452023539088067
15161,14.428352255848756
15351,14.4196340011569
15541,14.42202099837915
15731,14.4317502019209
15921,14.447343592525911
16111,14.456454337578947
16301,14.450796023870796
16491,14.453515782330602
16681,14.488985584471877
16871,14.537819709616597
17061,14.565737293756582
17251,14.571490841206401
17441,14.573634709396794
17631,14.578416066235047
17821,14.580235927597348
18011,14.57323907023699
18201,14.55264277376588
18391,14.51971526666792
18581,14.49214426682709
18771,14.490305799069626
18961,14.505239466277967
19151,14.508170626129164
19341,14.495123505537892
19531,14.484897928240171
19721,14.480328924422476
19911,14.47042472157275
20101,14.45530507471909
20291,14.43498717275748
20481,14.381884242564563
20671,14.27256447664325
20861,14.16960714319674
