seconds,EDA
91,1.7455888259717631
281,1.7232358335090738
471,1.7121421314899012
661,1.7265371551729072
851,1.7375899793409766
1041,1.7331533425935564
1231,1.731114215181107
1421,1.7414362981545894
1611,1.7521478002512678
1801,1.749558996150209
1991,1.7398907602191254
2181,1.740960174200625
2371,1.7539952635104044
2561,1.7635448195676156
2751,1.7612664672242178
2941,1.754403491232745
3131,1.7581475178360693
3321,1.77699942575618
3511,1.7935863274968111
3701,1.793579830827981
3891,1.7857056255424046
4081,1.7816398664292334
4271,1.7838194120260085
4461,1.793344268748404
4651,1.8053856345622399
4841,1.810211492926621
5031,1.8086345841410731
5221,1.8089097698948389
5411,1.8114062258760797
5601,1.8113812942177827
5791,1.8095988090189556
5981,1.8090863590989583
6171,1.8089413981095857
6361,1.80960701953108
6551,1.8148002895654656
6741,1.8218714361178328
6931,1.8236797566783665
7121,1.8223815579056064
7311,1.8244694705912083
7501,1.8271302051820342
7691,1.826123395154836
7881,1.825628071952695
8071,1.8282508429733813
8261,1.8283723158549448
8451,1.8226217416276045
8641,1.8164107154342672
8831,1.8149843732556132
9021,1.815752598745887
9211,1.8141842093675105
9401,1.8111554411439
9591,1.8100130676915884
9781,1.810853803330212
9971,1.8121887325020696
10161,1.8161933972812736
10351,1.8280410755212468
10541,1.8495842854731783
10731,1.8696983085802807
10921,1.8628537736297328
11111,1.8231508468564972
11301,1.7885814123171386
11491,1.7830074298946543
11681,1.7748754154876556
11871,1.7483270707042684
12061,1.7395389445710248
12251,1.7598698662137542
12441,1.7700017928124594
12631,1.752653038589134
12821,1.7365578095081509
13011,1.7408116919182517
13201,1.750295194784906
13391,1.7496516700308882
13581,1.7443239217705944
13771,1.743082596220794
13961,1.7436359277419955
14151,1.74164002443163
14341,1.7390389875306544
14531,1.738047201903275
14721,1.7366102557258822
14911,1.7337138040654838
15101,1.7317593222961687
15291,1.7314417600831116
15481,1.7306705883407556
15671,1.729282211271265
15861,1.7302968522038482
16051,1.7373213075428082
16241,1.751079426214842
16431,1.7658319913597675
16621,1.7750362821700316
16811,1.7845981436483214
17001,1.806669996621924
17191,1.8349998415753743
17381,1.8478651513458169
17571,1.841327634166644
17761,1.8343103980530708
17951,1.837278023140542
18141,1.8414169251543304
18331,1.8396169236007849
18521,1.8363822738325444
18711,1.836243686584716
18901,1.836860869820919
19091,1.8352391493160447
19281,1.83300238559071
19471,1.8328826617070584
19661,1.8338006466658232
19851,1.832981770437197
20041,1.8308949501955512
20231,1.830412998702003
20421,1.8324648001626809
20611,1.8349011902929455
20801,1.8347532057476432
20991,1.8316282338637948
