second,EDA
14700,1.257448177200384
14701,1.257448177200384
14702,1.257448177200384
14703,1.257448177200384
14704,1.257448177200384
14705,1.257448177200384
14706,1.257448177200384
14707,1.257448177200384
14708,1.257448177200384
14709,1.257448177200384
14710,1.257448177200384
14711,1.257448177200384
14712,1.257448177200384
14713,1.257448177200384
14714,1.257448177200384
14715,1.257448177200384
14716,1.257448177200384
14717,1.257448177200384
14718,1.257448177200384
14719,1.257448177200384
14720,1.257448177200384
14721,1.257448177200384
14722,1.257448177200384
14723,1.257448177200384
14724,1.257448177200384
14725,1.257448177200384
14726,1.257448177200384
14727,1.257448177200384
14728,1.257448177200384
14729,1.257448177200384
14730,1.257448177200384
14731,1.257448177200384
14732,1.257448177200384
14733,1.257448177200384
14734,1.257448177200384
14735,1.257448177200384
14736,1.257448177200384
14737,1.257448177200384
14738,1.257448177200384
14739,1.257448177200384
14740,1.257448177200384
14741,1.257448177200384
14742,1.257448177200384
14743,1.257448177200384
14744,1.257448177200384
14745,1.257448177200384
14746,1.257448177200384
14747,1.257448177200384
14748,1.257448177200384
14749,1.257448177200384
14750,1.257448177200384
14751,1.257448177200384
14752,1.257448177200384
14753,1.257448177200384
14754,1.257448177200384
14755,1.257448177200384
14756,1.257448177200384
14757,1.257448177200384
14758,1.257448177200384
14759,1.257448177200384
14760,1.257448177200384
14761,1.257448177200384
14762,1.257448177200384
14763,1.257448177200384
14764,1.257448177200384
14765,1.257448177200384
14766,1.257448177200384
14767,1.257448177200384
14768,1.257448177200384
14769,1.257448177200384
14770,1.257448177200384
14771,1.257448177200384
14772,1.257448177200384
14773,1.257448177200384
14774,1.257448177200384
14775,1.257448177200384
14776,1.257448177200384
14777,1.257448177200384
14778,1.257448177200384
14779,1.257448177200384
14780,1.257448177200384
14781,1.257448177200384
14782,1.257448177200384
14783,1.257448177200384
14784,1.257448177200384
14785,1.1644673002758794
14786,1.257448177200384
14787,1.257448177200384
14788,1.257448177200384
14789,1.257448177200384
14790,1.257448177200384
14791,1.257448177200384
14792,1.257448177200384
14793,1.257448177200384
14794,1.257448177200384
14795,1.257448177200384
14796,1.257448177200384
14797,1.257448177200384
14798,1.257448177200384
14799,1.257448177200384
14800,1.257448177200384
14801,1.257448177200384
14802,1.257448177200384
14803,1.257448177200384
