second,BVP
2100,3.602598870056496
2101,3.602598870056496
2102,3.602598870056496
2103,125.87
2104,3.602598870056496
2105,3.602598870056496
2106,3.602598870056496
2107,3.602598870056496
2108,3.602598870056496
2109,3.602598870056496
2110,3.602598870056496
2111,3.602598870056496
2112,3.602598870056496
2113,3.602598870056496
2114,3.602598870056496
2115,115.21
2116,3.602598870056496
2117,3.602598870056496
2118,3.602598870056496
2119,3.602598870056496
2120,3.602598870056496
2121,3.602598870056496
2122,3.602598870056496
2123,3.602598870056496
2124,3.602598870056496
2125,3.602598870056496
2126,3.602598870056496
2127,103.03
2128,3.602598870056496
2129,3.602598870056496
2130,3.602598870056496
2131,3.602598870056496
2132,3.602598870056496
2133,3.602598870056496
2134,3.602598870056496
2135,3.602598870056496
2136,3.602598870056496
2137,3.602598870056496
2138,3.602598870056496
2139,89.89
2140,3.602598870056496
2141,3.602598870056496
2142,3.602598870056496
2143,3.602598870056496
2144,3.602598870056496
2145,3.602598870056496
2146,3.602598870056496
2147,3.602598870056496
2148,3.602598870056496
2149,3.602598870056496
2150,3.602598870056496
2151,77.12
2152,3.602598870056496
2153,3.602598870056496
2154,3.602598870056496
2155,3.602598870056496
2156,3.602598870056496
2157,3.602598870056496
2158,3.602598870056496
2159,3.602598870056496
2160,3.602598870056496
2161,3.602598870056496
2162,3.602598870056496
2163,65.85
2164,3.602598870056496
2165,3.602598870056496
2166,3.602598870056496
2167,3.602598870056496
2168,3.602598870056496
2169,3.602598870056496
2170,3.602598870056496
2171,3.602598870056496
2172,3.602598870056496
2173,3.602598870056496
2174,3.602598870056496
2175,56.05
2176,3.602598870056496
2177,3.602598870056496
2178,3.602598870056496
2179,3.602598870056496
2180,3.602598870056496
2181,3.602598870056496
2182,3.602598870056496
2183,3.602598870056496
2184,3.602598870056496
2185,3.602598870056496
2186,3.602598870056496
2187,46.04
2188,3.602598870056496
2189,3.602598870056496
2190,3.602598870056496
2191,3.602598870056496
2192,3.602598870056496
2193,3.602598870056496
2194,3.602598870056496
2195,3.602598870056496
2196,3.602598870056496
2197,3.602598870056496
2198,3.602598870056496
2199,33.19
2200,3.602598870056496
2201,3.602598870056496
2202,3.602598870056496
2203,3.602598870056496
2204,3.602598870056496
2205,3.602598870056496
2206,3.602598870056496
2207,3.602598870056496
2208,3.602598870056496
2209,3.602598870056496
2210,3.602598870056496
2211,15.31
2212,3.602598870056496
2213,3.602598870056496
2214,3.602598870056496
2215,3.602598870056496
2216,3.602598870056496
2217,3.602598870056496
2218,3.602598870056496
2219,3.602598870056496
2220,3.602598870056496
2221,3.602598870056496
2222,3.602598870056496
2223,-7.85
2224,3.602598870056496
2225,3.602598870056496
2226,3.602598870056496
2227,3.602598870056496
2228,3.602598870056496
2229,3.602598870056496
2230,3.602598870056496
2231,3.602598870056496
2232,3.602598870056496
2233,3.602598870056496
2234,3.602598870056496
2235,-34.02
2236,3.602598870056496
2237,3.602598870056496
2238,3.602598870056496
2239,3.602598870056496
2240,3.602598870056496
2241,3.602598870056496
2242,3.602598870056496
2243,3.602598870056496
2244,3.602598870056496
2245,3.602598870056496
2246,-58.97
2247,3.602598870056496
2248,3.602598870056496
2249,3.602598870056496
2250,3.602598870056496
2251,3.602598870056496
2252,3.602598870056496
2253,3.602598870056496
2254,3.602598870056496
2255,3.602598870056496
2256,3.602598870056496
2257,-78.3
2258,3.602598870056496
2259,3.602598870056496
2260,3.602598870056496
2261,3.602598870056496
2262,3.602598870056496
2263,3.602598870056496
2264,3.602598870056496
