second,BVP
2100,5.006949152542371
2101,5.006949152542371
2102,17.54
2103,5.006949152542371
2104,5.006949152542371
2105,5.006949152542371
2106,5.006949152542371
2107,5.006949152542371
2108,5.006949152542371
2109,5.006949152542371
2110,5.006949152542371
2111,5.006949152542371
2112,5.006949152542371
2113,5.006949152542371
2114,19.27
2115,5.006949152542371
2116,5.006949152542371
2117,5.006949152542371
2118,5.006949152542371
2119,5.006949152542371
2120,5.006949152542371
2121,5.006949152542371
2122,5.006949152542371
2123,5.006949152542371
2124,5.006949152542371
2125,5.006949152542371
2126,21.84
2127,5.006949152542371
2128,5.006949152542371
2129,5.006949152542371
2130,5.006949152542371
2131,5.006949152542371
2132,5.006949152542371
2133,5.006949152542371
2134,5.006949152542371
2135,5.006949152542371
2136,5.006949152542371
2137,5.006949152542371
2138,25.45
2139,5.006949152542371
2140,5.006949152542371
2141,5.006949152542371
2142,5.006949152542371
2143,5.006949152542371
2144,5.006949152542371
2145,5.006949152542371
2146,5.006949152542371
2147,5.006949152542371
2148,5.006949152542371
2149,5.006949152542371
2150,29.84
2151,5.006949152542371
2152,5.006949152542371
2153,5.006949152542371
2154,5.006949152542371
2155,5.006949152542371
2156,5.006949152542371
2157,5.006949152542371
2158,5.006949152542371
2159,5.006949152542371
2160,5.006949152542371
2161,5.006949152542371
2162,34.51
2163,5.006949152542371
2164,5.006949152542371
2165,5.006949152542371
2166,5.006949152542371
2167,5.006949152542371
2168,5.006949152542371
2169,5.006949152542371
2170,5.006949152542371
2171,5.006949152542371
2172,5.006949152542371
2173,5.006949152542371
2174,39.0
2175,5.006949152542371
2176,5.006949152542371
2177,5.006949152542371
2178,5.006949152542371
2179,5.006949152542371
2180,5.006949152542371
2181,5.006949152542371
2182,5.006949152542371
2183,5.006949152542371
2184,5.006949152542371
2185,5.006949152542371
2186,43.08
2187,5.006949152542371
2188,5.006949152542371
2189,5.006949152542371
2190,5.006949152542371
2191,5.006949152542371
2192,5.006949152542371
2193,5.006949152542371
2194,5.006949152542371
2195,5.006949152542371
2196,5.006949152542371
2197,5.006949152542371
2198,46.81
2199,5.006949152542371
2200,5.006949152542371
2201,5.006949152542371
2202,5.006949152542371
2203,5.006949152542371
2204,5.006949152542371
2205,5.006949152542371
2206,5.006949152542371
2207,5.006949152542371
2208,5.006949152542371
2209,5.006949152542371
2210,50.34
2211,5.006949152542371
2212,5.006949152542371
2213,5.006949152542371
2214,5.006949152542371
2215,5.006949152542371
2216,5.006949152542371
2217,5.006949152542371
2218,5.006949152542371
2219,5.006949152542371
2220,5.006949152542371
2221,5.006949152542371
2222,53.78
2223,5.006949152542371
2224,5.006949152542371
2225,5.006949152542371
2226,5.006949152542371
2227,5.006949152542371
2228,5.006949152542371
2229,5.006949152542371
2230,5.006949152542371
2231,5.006949152542371
2232,5.006949152542371
2233,5.006949152542371
2234,57.06
2235,5.006949152542371
2236,5.006949152542371
2237,5.006949152542371
2238,5.006949152542371
2239,5.006949152542371
2240,5.006949152542371
2241,5.006949152542371
2242,5.006949152542371
2243,5.006949152542371
2244,5.006949152542371
2245,60.05
2246,5.006949152542371
2247,5.006949152542371
2248,5.006949152542371
2249,5.006949152542371
2250,5.006949152542371
2251,5.006949152542371
2252,5.006949152542371
2253,5.006949152542371
2254,5.006949152542371
2255,5.006949152542371
2256,62.65
2257,5.006949152542371
2258,5.006949152542371
2259,5.006949152542371
2260,5.006949152542371
2261,5.006949152542371
2262,5.006949152542371
2263,5.006949152542371
2264,5.006949152542371
2265,5.006949152542371
2266,5.006949152542371
2267,5.006949152542371
2268,65.02
2269,5.006949152542371
2270,5.006949152542371
2271,5.006949152542371
2272,5.006949152542371
2273,5.006949152542371
2274,5.006949152542371
2275,5.006949152542371
2276,5.006949152542371
2277,5.006949152542371
2278,5.006949152542371
2279,5.006949152542371
2280,67.44
2281,5.006949152542371
2282,5.006949152542371
2283,5.006949152542371
2284,5.006949152542371
2285,5.006949152542371
2286,5.006949152542371
2287,5.006949152542371
2288,5.006949152542371
2289,5.006949152542371
2290,5.006949152542371
2291,5.006949152542371
2292,70.17
2293,5.006949152542371
2294,5.006949152542371
2295,5.006949152542371
2296,5.006949152542371
2297,5.006949152542371
2298,5.006949152542371
2299,5.006949152542371
2300,5.006949152542371
2301,5.006949152542371
2302,5.006949152542371
2303,5.006949152542371
2304,73.1
2305,5.006949152542371
2306,5.006949152542371
2307,5.006949152542371
2308,5.006949152542371
2309,5.006949152542371
2310,5.006949152542371
2311,5.006949152542371
2312,5.006949152542371
2313,5.006949152542371
2314,5.006949152542371
2315,5.006949152542371
2316,75.68
2317,5.006949152542371
2318,5.006949152542371
2319,5.006949152542371
2320,5.006949152542371
2321,5.006949152542371
2322,5.006949152542371
2323,5.006949152542371
2324,5.006949152542371
2325,5.006949152542371
2326,5.006949152542371
2327,5.006949152542371
2328,77.02
2329,5.006949152542371
2330,5.006949152542371
2331,5.006949152542371
2332,5.006949152542371
2333,5.006949152542371
2334,5.006949152542371
2335,5.006949152542371
2336,5.006949152542371
2337,5.006949152542371
2338,5.006949152542371
2339,5.006949152542371
2340,76.34
2341,5.006949152542371
2342,5.006949152542371
2343,5.006949152542371
2344,5.006949152542371
2345,5.006949152542371
2346,5.006949152542371
2347,5.006949152542371
2348,5.006949152542371
2349,5.006949152542371
2350,5.006949152542371
2351,5.006949152542371
2352,73.27
2353,5.006949152542371
2354,5.006949152542371
2355,5.006949152542371
2356,5.006949152542371
2357,5.006949152542371
2358,5.006949152542371
2359,5.006949152542371
2360,5.006949152542371
2361,5.006949152542371
2362,5.006949152542371
2363,5.006949152542371
2364,68.12
2365,5.006949152542371
2366,5.006949152542371
2367,5.006949152542371
2368,5.006949152542371
2369,5.006949152542371
2370,5.006949152542371
2371,5.006949152542371
2372,5.006949152542371
2373,5.006949152542371
2374,5.006949152542371
2375,5.006949152542371
2376,61.65
2377,5.006949152542371
2378,5.006949152542371
2379,5.006949152542371
2380,5.006949152542371
2381,5.006949152542371
2382,5.006949152542371
2383,5.006949152542371
2384,5.006949152542371
2385,5.006949152542371
2386,5.006949152542371
2387,5.006949152542371
2388,54.81
2389,5.006949152542371
2390,5.006949152542371
2391,5.006949152542371
2392,5.006949152542371
2393,5.006949152542371
2394,5.006949152542371
2395,5.006949152542371
2396,5.006949152542371
2397,5.006949152542371
2398,5.006949152542371
2399,5.006949152542371
2400,48.33
2401,5.006949152542371
2402,5.006949152542371
2403,5.006949152542371
2404,5.006949152542371
2405,5.006949152542371
2406,5.006949152542371
2407,5.006949152542371
2408,5.006949152542371
2409,5.006949152542371
2410,5.006949152542371
2411,5.006949152542371
2412,42.53
2413,5.006949152542371
2414,5.006949152542371
2415,5.006949152542371
2416,5.006949152542371
2417,5.006949152542371
2418,5.006949152542371
2419,5.006949152542371
2420,5.006949152542371
2421,5.006949152542371
2422,5.006949152542371
2423,5.006949152542371
2424,37.36
2425,5.006949152542371
2426,5.006949152542371
2427,5.006949152542371
2428,5.006949152542371
2429,5.006949152542371
2430,5.006949152542371
2431,5.006949152542371
2432,5.006949152542371
2433,5.006949152542371
2434,5.006949152542371
2435,32.41
2436,5.006949152542371
2437,5.006949152542371
2438,5.006949152542371
2439,5.006949152542371
2440,5.006949152542371
2441,5.006949152542371
2442,5.006949152542371
2443,5.006949152542371
2444,5.006949152542371
2445,5.006949152542371
2446,27.2
2447,5.006949152542371
2448,5.006949152542371
2449,5.006949152542371
2450,5.006949152542371
2451,5.006949152542371
2452,5.006949152542371
2453,5.006949152542371
2454,5.006949152542371
2455,5.006949152542371
2456,5.006949152542371
2457,5.006949152542371
2458,21.14
2459,5.006949152542371
2460,5.006949152542371
2461,5.006949152542371
2462,5.006949152542371
2463,5.006949152542371
2464,5.006949152542371
2465,5.006949152542371
2466,5.006949152542371
2467,5.006949152542371
2468,5.006949152542371
2469,5.006949152542371
2470,13.55
2471,5.006949152542371
2472,5.006949152542371
2473,5.006949152542371
2474,5.006949152542371
2475,5.006949152542371
2476,5.006949152542371
2477,5.006949152542371
2478,5.006949152542371
2479,5.006949152542371
2480,5.006949152542371
2481,5.006949152542371
2482,3.79
2483,5.006949152542371
2484,5.006949152542371
2485,5.006949152542371
2486,5.006949152542371
2487,5.006949152542371
2488,5.006949152542371
2489,5.006949152542371
2490,5.006949152542371
2491,5.006949152542371
2492,5.006949152542371
2493,5.006949152542371
2494,-8.7
2495,5.006949152542371
2496,5.006949152542371
2497,5.006949152542371
