second,TEMP
4200,34.41
4201,34.41
4202,34.41
4203,34.41
4204,34.41
4205,34.41
4206,34.41
4207,34.41
4208,34.41
4209,34.41
4210,34.41
4211,34.41
4212,34.41
4213,34.41
4214,34.41
4215,34.41
4216,34.41
4217,34.41
4218,34.41
4219,34.41
4220,34.41
4221,34.41
4222,34.41
4223,34.41
4224,34.41
4225,34.41
4226,34.41
4227,34.41
4228,34.41
4229,34.41
4230,34.41
4231,34.41
4232,34.41
4233,34.41
4234,34.41
4235,34.41
4236,34.41
4237,34.41
4238,34.41
4239,34.41
4240,34.41
4241,34.41
4242,34.41
4243,34.41
4244,34.41
4245,34.41
4246,34.41
4247,34.41
4248,34.41
4249,34.41
4250,34.41
4251,34.41
4252,34.41
4253,34.41
4254,34.41
4255,34.41
4256,34.41
4257,34.41
4258,34.41
4259,34.41
4260,34.41
4261,34.41
4262,34.41
4263,34.41
4264,34.41
4265,34.41
4266,34.41
4267,34.41
4268,34.41
4269,34.41
4270,34.41
4271,34.41
4272,34.41
4273,34.41
4274,34.41
4275,34.41
4276,34.41
4277,34.41
4278,34.41
4279,34.41
4280,34.41
4281,34.41
4282,34.41
4283,34.41
4284,34.41
4285,34.41
4286,34.41
4287,34.41
4288,34.41
4289,34.41
4290,34.41
4291,34.41
4292,34.41
4293,34.41
4294,34.41
4295,34.41
4296,34.41
4297,34.41
4298,34.41
4299,34.41
4300,34.41
4301,34.41
4302,34.41
4303,34.41
4304,34.41
4305,34.41
4306,34.41
4307,34.41
4308,34.41
4309,34.41
4310,34.41
4311,34.41
4312,34.41
4313,34.41
4314,34.41
4315,34.41
4316,34.41
4317,34.41
4318,34.41
4319,34.41
4320,34.41
4321,34.41
4322,34.41
4323,34.41
4324,34.41
4325,34.41
4326,34.41
4327,34.41
4328,34.41
4329,34.41
4330,34.41
4331,34.41
4332,34.41
4333,34.41
4334,34.41
4335,34.41
4336,34.41
4337,34.41
4338,34.41
4339,34.41
4340,34.41
4341,34.41
4342,34.41
4343,34.41
4344,34.41
4345,34.41
4346,34.41
4347,34.41
4348,34.41
4349,34.41
4350,34.41
4351,34.41
4352,34.41
4353,34.41
4354,34.41
4355,34.41
4356,34.41
4357,34.41
4358,34.41
4359,34.41
4360,34.41
4361,34.41
4362,34.41
4363,34.41
4364,34.41
4365,34.41
4366,34.41
4367,34.41
4368,34.41
4369,34.41
4370,34.41
4371,34.41
4372,34.41
4373,34.41
4374,34.41
4375,34.41
4376,34.41
4377,34.41
4378,34.41
4379,34.41
4380,34.41
4381,34.41
4382,34.41
4383,34.41
4384,34.41
4385,34.41
4386,34.41
4387,34.41
4388,34.41
4389,34.41
4390,34.41
4391,34.41
4392,34.41
4393,34.41
4394,34.41
4395,34.41
4396,34.41
4397,34.41
4398,34.41
4399,34.41
4400,34.41
4401,34.41
4402,34.41
4403,34.41
4404,34.41
4405,34.41
4406,34.41
4407,34.41
4408,34.41
4409,34.41
4410,34.41
4411,34.41
4412,34.41
4413,34.41
4414,34.41
4415,34.41
4416,34.41
4417,34.41
4418,34.41
4419,34.41
4420,34.41
4421,34.41
4422,34.41
4423,34.41
4424,34.41
4425,34.41
4426,34.41
4427,34.41
4428,34.41
4429,34.41
4430,34.41
4431,34.41
4432,34.41
4433,34.41
4434,34.41
4435,34.41
4436,34.41
4437,34.41
4438,34.41
4439,34.41
4440,34.41
4441,34.41
4442,34.41
4443,34.41
4444,34.41
4445,34.41
4446,34.41
4447,34.41
4448,34.41
