second,TEMP
8400,35.82272727272727
8401,35.82272727272727
8402,35.82272727272727
8403,35.82272727272727
8404,35.82272727272727
8405,35.82272727272727
8406,35.82272727272727
8407,35.82272727272727
8408,35.82272727272727
8409,35.82272727272727
8410,35.82272727272727
8411,35.82272727272727
8412,35.82272727272727
8413,35.82272727272727
8414,35.82272727272727
8415,35.82272727272727
8416,35.82272727272727
8417,35.82272727272727
8418,35.82272727272727
8419,35.82272727272727
8420,35.82272727272727
8421,35.82272727272727
8422,35.82272727272727
8423,35.82272727272727
8424,35.82272727272727
8425,35.82272727272727
8426,35.82272727272727
8427,35.82272727272727
8428,35.82272727272727
8429,35.82272727272727
8430,35.82272727272727
8431,35.82272727272727
8432,35.82272727272727
8433,35.82272727272727
8434,35.82272727272727
8435,35.82272727272727
8436,35.82272727272727
8437,35.82272727272727
8438,35.82272727272727
8439,35.82272727272727
8440,35.82272727272727
8441,35.82272727272727
8442,35.82272727272727
8443,35.82272727272727
8444,35.82272727272727
8445,35.82272727272727
8446,35.82272727272727
8447,35.82272727272727
8448,35.82272727272727
8449,35.82272727272727
8450,35.82272727272727
8451,35.82272727272727
8452,35.82272727272727
8453,35.82272727272727
8454,35.82272727272727
8455,35.82272727272727
8456,35.82272727272727
8457,35.82272727272727
8458,35.82272727272727
8459,35.82272727272727
8460,35.82272727272727
8461,35.82272727272727
8462,35.82272727272727
8463,35.82272727272727
8464,35.82272727272727
8465,35.82272727272727
8466,35.82272727272727
8467,35.82272727272727
8468,35.82272727272727
8469,35.82272727272727
8470,35.82272727272727
8471,35.82272727272727
8472,35.82272727272727
8473,35.82272727272727
8474,35.82272727272727
8475,35.82272727272727
8476,35.82272727272727
8477,35.82272727272727
8478,35.82272727272727
8479,35.82272727272727
8480,35.82272727272727
8481,35.82272727272727
8482,35.82272727272727
8483,35.82272727272727
8484,35.82272727272727
8485,35.82272727272727
8486,35.82272727272727
8487,35.82272727272727
8488,35.82272727272727
8489,35.82272727272727
8490,35.82272727272727
8491,35.82272727272727
8492,35.82272727272727
8493,35.82272727272727
8494,35.82272727272727
8495,35.82272727272727
8496,35.82272727272727
8497,35.82272727272727
8498,35.82272727272727
8499,35.82272727272727
8500,35.82272727272727
8501,35.82272727272727
8502,35.82272727272727
8503,35.82272727272727
8504,35.82272727272727
8505,35.82272727272727
8506,35.82272727272727
8507,35.82272727272727
8508,35.82272727272727
8509,35.82272727272727
8510,35.82272727272727
8511,35.82272727272727
8512,35.82272727272727
8513,35.82272727272727
8514,35.82272727272727
8515,35.83
8516,35.82272727272727
8517,35.82272727272727
8518,35.82272727272727
8519,35.82272727272727
8520,35.82272727272727
8521,35.82272727272727
8522,35.82272727272727
8523,35.82272727272727
8524,35.82272727272727
8525,35.82272727272727
8526,35.82272727272727
8527,35.82272727272727
8528,35.82272727272727
8529,35.82272727272727
8530,35.82272727272727
8531,35.82272727272727
8532,35.82272727272727
8533,35.82272727272727
8534,35.82272727272727
8535,35.82272727272727
8536,35.82272727272727
8537,35.82272727272727
8538,35.82272727272727
8539,35.82272727272727
8540,35.82272727272727
8541,35.82272727272727
8542,35.82272727272727
8543,35.82272727272727
8544,35.82272727272727
8545,35.82272727272727
8546,35.82272727272727
8547,35.82272727272727
8548,35.82272727272727
8549,35.82272727272727
8550,35.82272727272727
8551,35.82272727272727
8552,35.82272727272727
8553,35.82272727272727
8554,35.82272727272727
8555,35.82272727272727
8556,35.82272727272727
8557,35.82272727272727
8558,35.82272727272727
8559,35.82272727272727
8560,35.82272727272727
8561,35.82272727272727
8562,35.82272727272727
8563,35.82272727272727
8564,35.82272727272727
8565,35.82272727272727
8566,35.82272727272727
8567,35.82272727272727
8568,35.82272727272727
8569,35.82272727272727
8570,35.82272727272727
8571,35.82272727272727
8572,35.82272727272727
8573,35.82272727272727
8574,35.82272727272727
8575,35.82272727272727
8576,35.82272727272727
8577,35.82272727272727
8578,35.82272727272727
8579,35.82272727272727
8580,35.82272727272727
8581,35.82272727272727
8582,35.82272727272727
8583,35.82272727272727
