second,TEMP
2100,35.83
2101,35.83
2102,35.83
2103,35.83
2104,35.83
2105,35.83
2106,35.83
2107,35.83
2108,35.83
2109,35.83
2110,35.83
2111,35.83
2112,35.83
2113,35.83
2114,35.83
2115,35.83
2116,35.83
2117,35.83
2118,35.83
2119,35.83
2120,35.83
2121,35.83
2122,35.83
2123,35.83
2124,35.83
2125,35.83
2126,35.83
2127,35.83
2128,35.83
2129,35.83
2130,35.83
2131,35.83
2132,35.83
2133,35.83
2134,35.83
2135,35.83
2136,35.83
2137,35.83
2138,35.83
2139,35.83
2140,35.83
2141,35.83
2142,35.83
2143,35.83
2144,35.83
2145,35.83
2146,35.83
2147,35.83
2148,35.83
2149,35.83
2150,35.83
2151,35.83
2152,35.83
2153,35.83
2154,35.83
2155,35.83
2156,35.83
2157,35.83
2158,35.83
2159,35.83
2160,35.83
2161,35.83
2162,35.83
2163,35.83
2164,35.83
2165,35.83
2166,35.83
2167,35.83
2168,35.83
2169,35.83
2170,35.83
2171,35.83
2172,35.83
2173,35.83
2174,35.83
2175,35.83
2176,35.83
2177,35.83
2178,35.83
2179,35.83
2180,35.83
2181,35.83
2182,35.83
2183,35.83
2184,35.83
2185,35.83
2186,35.83
2187,35.83
2188,35.83
2189,35.83
2190,35.83
2191,35.83
2192,35.83
2193,35.83
2194,35.83
2195,35.83
2196,35.83
2197,35.83
2198,35.83
2199,35.83
2200,35.83
2201,35.83
2202,35.83
2203,35.83
2204,35.83
2205,35.83
2206,35.83
2207,35.83
2208,35.83
2209,35.83
2210,35.83
2211,35.83
2212,35.83
2213,35.83
2214,35.83
2215,35.83
2216,35.83
2217,35.83
2218,35.83
2219,35.83
2220,35.83
2221,35.83
2222,35.83
2223,35.83
2224,35.83
2225,35.83
2226,35.83
2227,35.83
2228,35.83
2229,35.83
2230,35.83
2231,35.83
2232,35.83
2233,35.83
2234,35.83
2235,35.83
2236,35.83
2237,35.83
2238,35.83
2239,35.83
2240,35.83
2241,35.83
2242,35.83
2243,35.83
2244,35.83
2245,35.83
2246,35.83
2247,35.83
2248,35.83
2249,35.83
2250,35.83
2251,35.83
2252,35.83
2253,35.83
2254,35.83
2255,35.83
2256,35.83
2257,35.83
2258,35.83
2259,35.83
2260,35.83
2261,35.83
2262,35.83
